Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure/Arrival time convenient,Online boarding,On-board service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,2,3,3,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,3,3,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,3,3,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,3,2,2,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,4,4,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,2,2,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,1,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,3,4,4,1,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,3,1,1,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,3,1,1,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,3,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,5,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,3,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,2,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,1,2,2,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,2,2,2,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,1,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,2,2,2,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,1,1,1,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,5,3,3,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,4,4,2,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,2,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,3,3,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,2,2,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,2,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,2,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,3,3,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,3,3,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,3,2,2,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,2,1,1,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,2,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,1,1,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,2,2,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,2,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,4,4,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,2,2,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,1,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,2,2,2,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,1,5,5,2,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,2,2,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,3,3,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,2,2,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,3,5,5,1,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,1,1,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,3,3,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,2,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,3,2,2,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,3,4,4,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,3,1,1,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,2,4,4,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,2,2,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,1,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,2,4,4,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,3,3,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,1,3,3,2,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,3,1,1,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,3,3,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,3,1,1,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",0,4,1,1,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,3,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,3,3,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,2,2,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,2,2,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,2,2,2,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,3,3,3,3,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,5,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,3,2,2,2,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,3,4,4,1,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",2,4,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,2,2,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,4,3,3,4,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,4,4,4,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,3,4,4,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",4,5,4,4,5,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,4,5,5,3,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",3,3,5,5,4,"[0, 60[","[0, 600[",satisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",1,4,2,2,1,"[0, 60[","[0, 600[",neutral or dissatisfied
Female,Loyal Customer,"[47, 67[",Business travel,Business,"[2791, 3481[",5,5,5,5,4,"[0, 60[","[0, 600[",satisfied
